Nazwa pytania,Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Źródło pytania,O co chcemy zapytać,Jaki ma związek z bezpieczeństwem,Status,Podmiot
W11(130),7389,"Czy w tej sytuacji, masz obowiązek włączenia kierunkowskazu, jeżeli zamierzasz zmienić pas ruchu?",,,,T,3612.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art.22 ust. 4 i 5 ustawy Prawo o ruchu drogowym (Dz.U z 2012 r. poz. 1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(131),7390,"Czy w tej sytuacji, zmieniając pas ruchu, masz pierwszeństwo przed pojazdami jadącymi lewym pasem?",,,,N,3830.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art. 22 ust. 4 ustawy Prawo o ruchu drogowym (Dz.U z 2012 r. poz. 1137 j.t. z późn. zm.) w związku z § 87 ust.3 Rozporządzenia w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170 poz. 1393 z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(132),7391,"Czy w tej sytuacji, zmieniając pas ruchu, masz pierwszeństwo przed pojazdami jadącymi prawym pasem?",,,,N,3731.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art.22 ust. 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(133),7393,Czy w tej sytuacji masz prawo zmienić pas ruchu bez wcześniejszego sygnalizowania tego manewru?,,,,N,3613.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art. 22 ust. 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(134),7394,Czy w tej sytuacji za widocznym znakiem informacyjnym wolno Ci zawrócić?,,,,N,3604_3.mp4,PODSTAWOWY,2,"A,B,C,D,B1,C1,D1",W11,Art. 22 ust. 6 pkt 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(135),7395,"Czy w tej sytuacji, zmieniając pas ruchu na lewy, masz obowiązek ustąpić pierwszeństwa pojazdom jadącym tym pasem?",,,,T,L4T2_004.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art. 22 ust. 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(136),7396,Czy niezwłocznie po zmianie pasa ruchu masz obowiązek wyłączyć kierunkowskaz?,,,,T,L4T2_004_b.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art. 22 ust. 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(175),7397,"Czy w tej sytuacji, po zakończeniu wyprzedzania, masz obowiązek powrócić na prawy pas ruchu?",,,,T,3541.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,Art. 16 ust. 4 ustawy Prawo o ruchu drogowym (Dz.U. z 2012 r. poz. 1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(176),7398,"Czy wolno Ci zwiększyć prędkość, jeśli jesteś wyprzedzany?",,,,N,3834.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,Art. 24 ust. 6 ustawy Prawo o ruchu drogowym (Dz.U. z 2012 r. poz. 1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(177),7399,Czy w tej sytuacji wolno Ci wyprzedzić samochód ciężarowy?,,,,N,4121.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,Art. 24 ust 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(181),7403,"Czy zanim rozpoczniesz wyprzedzanie, masz obowiązek upewnić się, czy kierujący jadący za Tobą nie rozpoczął tego samego manewru?",,,,T,4011.mp4,PODSTAWOWY,3,"A,B,C,D,T,A1,A2,B1,C1,D1",W12,Art. 24 ust. 1 pkt 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(183),7405,Czy w tej sytuacji masz prawo wyprzedzić kilka pojazdów nie wracając na prawy pas?,,,,T,3537.mp4,PODSTAWOWY,3,"A,B,C,D,A1,A2,B1,C1,D1",W12,Art. 24 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W15(260),7406,Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?,,,,T,L4T1_027.mp4,PODSTAWOWY,2,"A,B,C,D,A1,A2,B1,C1,D1",W15,Art. 24 ust. 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(184),7407,"Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie przed Tobą?",,,,T,L4T1_034.mp4,PODSTAWOWY,3,"A,B,C,D,A1,A2,B1,C1,D1",W12,Art. 24 ust. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(185),7408,"Czy w tej sytuacji masz prawo wyprzedzić z prawej strony pojazd, który jedzie lewym pasem?",,,,T,L4T1_053.mp4,PODSTAWOWY,3,"A,B,C,D,A1,A2,B1,C1,D1",W12,Art. 24 ust. 10 pkt 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(186),7409,"Czy w tej sytuacji masz prawo wyprzedzić rowerzystę, jeżeli wymaga to najechania na podwójną linię ciągłą?",,,,N,L4T1_058.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,§ 86 ust. 5 Rozporządzenie w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170 poz. 1393 z późn. zm.),Znajomość znaków i sygnałów drogowych,Brak znajomości znaków i sygnałów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(187),7410,"Czy w tej sytuacji masz prawo wyprzedzić pojazd, który jedzie prawym pasem ruchu?",,,,T,L4T1_066.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,Art.24 ust. 7 pkt 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(188),7411,"Czy w tej sytuacji masz prawo przekroczyć dopuszczalną prędkość, by jak najszybciej zakończyć manewr wyprzedzania?",,,,N,L2T2_008_b.mp4,PODSTAWOWY,3,"A,B,C,D,A1,A2,B1,C1,D1",W12,Art. 19 i 20 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W12(190),7413,Czy w tej sytuacji masz prawo wyprzedzić autobus?,,,,T,L4T1_027_b.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,§ 86 ust.4 Rozporządzenie w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170 poz. 1393 z późn. zm.),Znajomość znaków i sygnałów drogowych,Brak znajomości znaków i sygnałów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W14(52),7414,Czy w przedstawionej sytuacji masz prawo używać świateł drogowych?,,,,N,4100.mp4,PODSTAWOWY,1,"A,B,C,D,A1,A2,B1,C1,D1",W14,Art. 51 ust. 3 pkt 2 ustawy Prawo o ruchu drogowym (Dz.U z 2012 r. poz. 1137 j.t. z późn. zm.),Zasady używania świateł,Używanie świateł niezgodnie z ustawowymi zasadami może wprowadzać innych uczestników ruchu w błąd i prowadzić do niebezpiecznych zdarzeń drogowych.,Gotowe ostatecznie,e-kierowca
W14(54),7416,Czy w tej sytuacji masz prawo używać świateł drogowych?,,,,N,4002.mp4,PODSTAWOWY,1,"A,B,C,D,A1,A2,B1,C1,D1",W14,Art.51 ust. 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady używania świateł,Używanie świateł niezgodnie z ustawowymi zasadami może wprowadzać innych uczestników ruchu w błąd i prowadzić do niebezpiecznych zdarzeń drogowych.,Gotowe ostatecznie,e-kierowca
W11(137),7419,Czy w tej sytuacji masz obowiązek sygnalizować zamiar przekroczenia linii przerywanej?,,,,T,L4T1_008_b.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art.22 ust. 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W11(138),7420,Czy w tej sytuacji masz obowiązek sygnalizować zamiar powrotu na prawy pas?,,,,T,L4T1_009_b.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W11,Art.22 ust. 5 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykonywania manewrów,Brak znajomości przepisów regulujących zasady wykonywania manewrów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W16(47),7421,Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pieszemu?,,,,T,4077.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,Art. 26 ust. 1 ustawy Prawo o ruchu drogowym (Dz.U z 2012 r. poz. 1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W16(48),7422,"Czy w tej sytuacji masz obowiązek zatrzymać pojazd, aby umożliwić pieszemu przejście przez jezdnię?",,,,T,3812.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,Art. 26 ust. 7 ustawy Prawo o ruchu drogowym (Dz.U. z 2012 r. poz. 1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W16(49),7423,Czy w tej sytuacji masz pierwszeństwo przed pieszymi?,,,,N,3796.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,Art. 26 ust. 1 ustawy Prawo o ruchu drogowym (Dz.U. z 2012 r. poz. 1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W15(261),7424,Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?,,,,T,4171.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W15,Art. 26 ust. 1 ustawy Prawo o ruchu drogowym (Dz.U. z 2012 r. poz. 1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W16(50),7425,Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pieszym?,,,,T,3781.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,Art.26 ust. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W16(51),7426,Czy w tej sytuacji masz obowiązek zatrzymać pojazd przed przejściem dla pieszych?,,,,N,3733.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,Art. 26 ust. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W14(57),7428,Czy w tej sytuacji masz prawo użyć sygnału dźwiękowego?,,,,N,3811.mp4,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W14,Art. 29 ust. 1 i 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.) w zw. z Art. 26 ust. 7 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Zasady wykorzystania sygnałów dźwiękowych i świetlnych,"Znajomości przepisów regulujących zasady wykorzystania sygnałów dźwiękowych i świetlnych decyduje o prawidłowej komunikacji uczestników ruchu, która ma istotne znaczenie dla bezpieczeństwa.",Gotowe ostatecznie,e-kierowca
W17(85),7429,Czy w tej sytuacji masz obowiązek uważnie obserwować zachowanie rowerzysty?,,,,T,3558.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W17,"art. 4 i 26 ust. 1 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.), w związku § 47 ust. 1, § 88 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W15(262),7430,Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?,,,,T,L3T1_038.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W15,Art. 27 ust. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W18(43),7431,"Czy masz obowiązek zatrzymać się przed widocznym przejazdem kolejowym nawet wówczas, gdy jesteś pewien, że nie nadjeżdża pociąg?",,,,T,L3T1_002.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W18,"§ 21 ust. 4 i § 78 ust. 5 pkt 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Znajomość znaków i sygnałów drogowych,Brak znajomości znaków i sygnałów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W19(118),7433,Czy włączenie świateł awaryjnych i umieszczenie trójkąta ostrzegawczego w odległości 50–70 metrów za pojazdem jest prawidłowym sygnalizowaniem jego awarii na autostradzie?,,,,N,L6T1_043.mp4,PODSTAWOWY,1,"A,B,C,D,B1,C1,D1",W19,Art.50 ust. 2 pkt 1 lit. b Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość ustawowych obowiązków kierowcy,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W16(53),7434,Zamierzasz skręcić w prawo. Czy masz pierwszeństwo przed pieszymi?,,,,N,i7108_3.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,§ 96 ust. 3 Rozporządzenia w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170 poz. 1393 z późn. zm.),Znajomość znaków i sygnałów drogowych,Brak znajomości znaków i sygnałów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W1(120),7438,Czy w tej sytuacji jesteś ostrzegany zbliżaniu się do znacznego wzniesienia drogi?,,,,T,3548.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,§ 10 ust. 5 Rozporządzenia w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170 poz. 1393 z późn. zm.),znajomość znaku A-23,Brak znajomości znaków i sygnałów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B2(41),7441,Która z osób jest zwolniona z obowiązku korzystania z pasów bezpieczeństwa w czasie jazdy samochodem osobowym?,Każdy pasażer na tylnym siedzeniu pojazdu.,Każdy pasażer w trakcie spożywania posiłku.,Kobieta w widocznej ciąży.,C,30005_2.jpg,SPECJALISTYCZNY,3,"B,B1",B2,Art.39 ust. 2 pkt 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad używania pasów bezpieczeństwa,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W9(141),7443,Czy polecenia i sygnały dawane przez osoby kierujące ruchem mają pierwszeństwo przed znakami drogowymi?,,,,T,30013_2.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W9,Art. 5 ust. 2 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość hierarchii znaków i sygnałów drogowych,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W9(142),7444,Czy w tej sytuacji masz prawo wjechać na skrzyżowanie bez zatrzymania się przed linią złożoną z trójkątów?,,,,T,30018_2.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W9,"art. 5 ust. 1 i art. 6.ust.1 pkt 1) ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.)
§ 108 ust. 2 Rozporządzenie w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170 poz. 1393 z późn. zm.)",Znajomość znaczenia sygnałów dawanych przez osoby uprawnione,Brak znajomości znaków i sygnałów może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B7(70),7445,Której z tych czynności nie masz prawa wykonywać samochodem osobowym?,Ciągnąć przyczepy lekkiej.,Holować innego samochodu osobowego na obszarze zabudowanym.,Ciągnąć dzieci na sankach.,C,,SPECJALISTYCZNY,2,"B,B1",B7,Art. 60 ust. 2 pkt 4 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zakazu używania pojazdu w sposób powodujący uciążliwości związane z nadmierną emisją spalin do środowiska lub nadmiernym hałasem,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B3(56),7446,Jaki odstęp od poprzedzającego pojazdu masz obowiązek zachować podczas zatrzymania w zatorze drogowym w tunelu?,Nie mniejszy niż 3 metry.,Nie mniejszy niż 5 metrów.,Nie mniejszy niż 10 metrów.,B,,SPECJALISTYCZNY,3,"B,B1",B3,Art. 47a Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość wymaganego minimalnego odstępu między pojazdami w tunelu,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
B7(71),7447,Która z wymienionych czynności jest zabroniona podczas kierowania pojazdem?,Obsługiwanie radia.,Używanie nawigacji GPS.,"Rozmawianie przez telefon, który wymaga trzymania słuchawki lub mikrofonu w ręku.",C,,SPECJALISTYCZNY,2,"B,B1",B7,Art. 45 ust. 2 pkt. 1 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zakazu korzystania przez kierującego z telefonu wymagającego trzymania w ręku,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W14(58),7448,"Czy w tej sytuacji masz prawo wyłączyć światła zewnętrzne pojazdu, jeśli zatrzymałeś pojazd na dłużej niż 1 minutę, a przed i za Tobą stoją inne pojazdy?",,,,T,30055_2.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W14,Art. 51 ust. 7 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość zasad używania śiwateł zewnętrznych pojazdu,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
W19(121),7449,"Uczestniczysz w wypadku, w którym uszkodzeniu uległ tylko Twój pojazd. Czy masz obowiązek niezwłocznego usunięcia go z miejsca wypadku, aby nie powodował zagrożenia lub tamowania ruchu?",,,,T,2766_1.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W19,Art. 44 ust. 1 pkt. 3 Ustawy prawo o ruchu drogowym (Dz.U. z 2012 r. poz.1137 j.t. z późn. zm.),Znajomość obowiązków związanych z uczestnictwem w wypadku,Brak znajomości ustawowych obowiązków może prowadzić do podejmowania przez kierowcę błędnych decyzji oraz zachowań niebezpiecznych i trudnych do przewidzenia dla innych uczestników ruchu.,Gotowe ostatecznie,e-kierowca
